Interatomic distances:
14-49-69-30 -31.0852
14-71-69-19 -36.5043
14-71-69-27 38.2043
14-71-69-29 -37.1072
14-71-69-30 33.8520
14-71-69-49 -71.0004
14-28-70-20 -36.0142
14-29-70-20 2.0593
14-29-70-28 -36.1683
14-30-70-20 36.8201
14-30-70-28 -1.6261
14-30-70-29 -36.7870
14-50-70-20 44.0242
14-50-70-28 28.6697
14-50-70-29 -31.0852
14-50-70-30 -42.7262
14-72-70-20 -36.5042
14-72-70-28 38.2044
14-72-70-29 33.8520
14-72-70-30 -37.1073
14-72-70-50 -71.0004
15-3-2-0 58.0896
15-4-2-0 -53.7269
15-4-2-3 53.4030
15-6-2-0 1.4327
15-6-2-3 -2.0408
15-6-2-4 57.5073
15-8-2-0 55.2337
15-8-2-3 -55.3364
15-8-2-4 85.6053
15-8-2-6 55.1149
15-11-2-0 29.5574
15-11-2-3 -29.5097
15-11-2-4 22.8578
15-11-2-6 26.8538
15-11-2-8 13.6802
15-13-2-0 -32.2884
15-13-2-3 32.3316
15-13-2-4 -14.7099
15-13-2-6 -29.5681
15-13-2-8 -24.8548
15-13-2-11 -7.1181
15-14-2-0 -54.8098
15-14-2-3 54.6510
15-14-2-4 -55.9540
15-14-2-6 -46.1256
15-14-2-8 -27.4392
15-14-2-11 7.7128
15-14-2-13 -14.9360
15-16-2-0 -29.3953
15-16-2-3 29.8593
15-16-2-4 -70.2791
15-16-2-6 -61.4098
15-16-2-8 43.3118
15-16-2-11 20.1707
15-16-2-13 -32.5419
15-16-2-14 -35.4218
15-17-2-0 54.9542
15-17-2-3 -55.0154
15-17-2-4 28.7737
15-17-2-6 48.0765
15-17-2-8 54.6082
15-17-2-11 12.9932
15-17-2-13 -6.8972
15-17-2-14 -32.0230
15-17-2-16 -59.1540
15-18-2-0 31.9825
15-18-2-3 -31.4351
15-18-2-4 -42.6700
15-18-2-6 62.1458
15-18-2-8 70.7192
15-18-2-11 29.2953
15-18-2-13 -20.5657
15-18-2-14 -59.1151
15-18-2-16 -67.4537
15-18-2-17 34.9203
15-21-2-0 29.7962
15-21-2-3 -30.0537
15-21-2-4 45.0028
15-21-2-6 45.9994
15-21-2-8 -0.9522
15-21-2-11 -9.1360
15-21-2-13 32.6365
15-21-2-14 10.2834
15-21-2-16 -30.2987
15-21-2-17 -46.1555
15-21-2-18 -44.7699
15-26-2-0 0.0132
15-26-2-3 0.2786
15-26-2-4 -24.7546
15-26-2-6 1.3307
15-26-2-8 24.6389
15-26-2-11 20.0223
15-26-2-13 -20.7889
15-26-2-14 -25.0587
15-26-2-16 -19.8142
15-26-2-17 25.3951
15-26-2-18 21.0451
15-26-2-21 29.9167
15-28-2-0 -54.6959
15-28-2-3 54.7855
15-28-2-4 -69.9191
15-28-2-6 -61.4645
15-28-2-8 -52.9648
15-28-2-11 -1.0119
15-28-2-13 -15.8074
15-28-2-14 13.4071
15-28-2-16 70.2303
15-28-2-17 55.5895
15-28-2-18 60.1324
15-28-2-21 -32.1179
15-28-2-26 29.9491
15-2-3-1 -38.7823
15-5-3-1 55.7080
15-5-3-2 -56.0289
15-7-3-1 27.9832
15-7-3-2 -28.0297
15-7-3-5 12.7427
15-9-3-1 -32.1539
15-9-3-2 32.1437
15-9-3-5 -23.9113
15-9-3-7 -6.3581
15-10-3-1 -53.5411
15-10-3-2 54.1581
15-10-3-5 -84.5582
15-10-3-7 -21.3435
15-10-3-9 15.4863
15-12-3-1 3.0932
15-12-3-2 -2.6621
15-12-3-5 -55.3401
15-12-3-7 -25.5269
15-12-3-9 30.0380
15-12-3-10 58.2650
15-14-3-1 54.7454
15-14-3-2 -54.9045
15-14-3-5 53.5001
15-14-3-7 12.2535
15-14-3-9 -8.4984
15-14-3-10 28.2150
15-14-3-12 48.3592
15-16-3-1 29.3327
15-16-3-2 -29.9622
15-16-3-5 69.8285
15-16-3-7 27.8567
15-16-3-9 -21.7319
15-16-3-10 -43.8560
15-16-3-12 63.0866
15-16-3-14 35.4621
15-17-3-1 -54.9430
15-17-3-2 55.2723
15-17-3-5 -27.5344
15-17-3-7 7.3085
15-17-3-9 -14.4746
15-17-3-10 -56.4957
15-17-3-12 -46.5862
15-17-3-14 32.3411
15-17-3-16 59.1764
15-18-3-1 -31.6460
15-18-3-2 31.5447
15-18-3-5 41.3719
15-18-3-7 18.6439
15-18-3-9 -32.2133
15-18-3-10 -70.6836
15-18-3-12 -62.4006
15-18-3-14 59.0998
15-18-3-16 67.3017
15-18-3-17 -34.6191
15-22-3-1 -0.4257
15-22-3-2 0.2080
15-22-3-5 25.2096
15-22-3-7 19.6550
15-22-3-9 -21.3275
15-22-3-10 -25.2546
15-22-3-12 2.0357
15-22-3-14 25.7370
15-22-3-16 20.8195
15-22-3-17 -25.5448
15-22-3-18 -21.1673
15-25-3-1 -29.3450
15-25-3-2 29.6995
15-25-3-5 -45.3689
15-25-3-7 -27.7179
15-25-3-9 9.9609
15-25-3-10 0.3869
15-25-3-12 -46.1964
15-25-3-14 -10.9657
15-25-3-16 29.3610
15-25-3-17 46.2161
15-25-3-18 44.9440
15-25-3-22 30.5200
15-27-3-1 31.1879
15-27-3-2 -31.1269
15-27-3-5 -0.3592
15-27-3-7 -8.5429
15-27-3-9 32.3488
15-27-3-10 45.8890
15-27-3-12 47.0217
15-27-3-14 -47.1361
15-27-3-16 -45.6562
15-27-3-17 9.6903
15-27-3-18 -30.5737
15-27-3-22 -30.5198
15-27-3-25 31.9016
15-2-6-0 -1.3550
15-4-6-0 52.7234
15-4-6-2 52.9147
15-8-6-0 -54.8234
15-8-6-2 -50.8808
15-8-6-4 -87.6369
15-19-6-0 53.1705
15-19-6-2 43.2352
15-19-6-4 53.5821
15-19-6-8 28.5722
15-21-6-0 -54.8851
15-21-6-2 -42.8702
15-21-6-4 -21.6085
15-21-6-8 -54.9455
15-21-6-19 28.8825
15-31-6-0 50.8274
15-31-6-2 2.3302
15-31-6-4 52.4477
15-31-6-8 -51.1533
15-31-6-19 52.9871
15-31-6-21 -53.0731
15-39-6-0 36.9372
15-39-6-2 32.0051
15-39-6-4 16.2169
15-39-6-8 29.8798
15-39-6-19 -15.0193
15-39-6-21 -11.6148
15-39-6-31 -36.1618
15-41-6-0 -30.5065
15-41-6-2 -27.2805
15-41-6-4 -23.7594
15-41-6-8 -14.5584
15-41-6-19 6.0703
15-41-6-21 13.6157
15-41-6-31 30.7080
15-41-6-39 -7.7604
15-51-6-0 37.2718
15-51-6-2 54.3281
15-51-6-4 72.6958
15-51-6-8 -38.8892
15-51-6-19 32.3589
15-51-6-21 -59.1105
15-51-6-31 -32.7978
15-51-6-39 36.8791
15-51-6-41 -18.7463
15-53-6-0 -31.5904
15-53-6-2 -50.7165
15-53-6-4 58.7763
15-53-6-8 -74.6943
15-53-6-19 58.0796
15-53-6-21 -36.3941
15-53-6-31 33.7699
15-53-6-39 25.4372
15-53-6-41 -30.3871
15-53-6-51 70.4577
15-55-6-0 -55.5743
15-55-6-2 -56.2077
15-55-6-4 -64.0096
15-55-6-8 -69.8632
15-55-6-19 47.2277
15-55-6-21 15.7214
15-55-6-31 54.9652
15-55-6-39 -3.2535
15-55-6-41 -12.4338
15-55-6-51 59.7918
15-55-6-53 73.4914
15-3-12-1 -2.9025
15-5-12-1 -55.0791
15-5-12-3 -50.5235
15-10-12-1 51.2665
15-10-12-3 52.9502
15-10-12-5 87.0360
15-25-12-1 52.0875
15-25-12-3 42.6306
15-25-12-5 28.1082
15-25-12-10 52.7907
15-27-12-1 -55.2197
15-27-12-3 -43.3581
15-27-12-5 -55.3732
15-27-12-10 -22.8253
15-27-12-25 28.2388
15-37-12-1 46.0357
15-37-12-3 0.5547
15-37-12-5 -51.1456
15-37-12-10 50.5735
15-37-12-25 51.6635
15-37-12-27 -53.1458
15-45-12-1 37.3440
15-45-12-3 33.6105
15-45-12-5 28.8225
15-45-12-10 19.4154
15-45-12-25 -12.9846
15-45-12-27 -16.6271
15-45-12-37 -36.3748
15-48-12-1 -29.9537
15-48-12-3 -26.6855
15-48-12-5 -13.9448
15-48-12-10 -23.7840
15-48-12-25 5.1036
15-48-12-27 13.5947
15-48-12-37 30.1254
15-48-12-45 -6.6273
15-63-12-1 37.2222
15-63-12-3 52.5592
15-63-12-5 -44.4381
15-63-12-10 73.7869
15-63-12-25 34.0749
15-63-12-27 -59.7061
15-63-12-37 -32.5673
15-63-12-45 37.3706
15-63-12-48 -19.1991
15-65-12-1 -30.4218
15-65-12-3 -52.0133
15-65-12-5 -73.5848
15-65-12-10 55.7660
15-65-12-25 57.1435
15-65-12-27 -35.6700
15-65-12-37 32.1048
15-65-12-45 26.9914
15-65-12-48 -29.9000
15-65-12-63 70.6082
15-68-12-1 -54.9449
15-68-12-3 -55.7529
15-68-12-5 -68.8425
15-68-12-10 -64.7553
15-68-12-25 44.9419
15-68-12-27 16.4866
15-68-12-37 53.9246
15-68-12-45 -1.2949
15-68-12-48 -11.9954
15-68-12-63 60.6682
15-68-12-65 72.5345
15-3-14-2 53.1823
15-4-14-2 -54.4148
15-4-14-3 -51.8637
15-5-14-2 54.4126
15-5-14-3 51.8613
15-5-14-4 53.0790
15-16-14-2 34.6710
15-16-14-3 -34.5866
15-16-14-4 73.5885
15-16-14-5 -73.5984
15-19-14-2 -45.2961
15-19-14-3 0.6324
15-19-14-4 -55.8109
15-19-14-5 55.7125
15-19-14-16 -57.9407
15-20-14-2 34.0932
15-20-14-3 12.3115
15-20-14-4 17.9171
15-20-14-5 -17.8154
15-20-14-16 33.9774
15-20-14-19 -25.0188
15-27-14-2 -0.1703
15-27-14-3 45.8206
15-27-14-4 -55.7182
15-27-14-5 55.8207
15-27-14-16 59.2600
15-27-14-19 -55.7656
15-27-14-20 31.8747
15-28-14-2 -13.1544
15-28-14-3 -34.4322
15-28-14-4 17.8089
15-28-14-5 -17.9081
15-28-14-16 -34.4039
15-28-14-19 31.6594
15-28-14-20 -17.8623
15-28-14-27 25.6077
15-29-14-2 -53.5359
15-29-14-3 56.5957
15-29-14-4 -52.6051
15-29-14-5 52.6042
15-29-14-16 -33.8694
15-29-14-19 -0.4493
15-29-14-20 12.9146
15-29-14-27 45.5381
15-29-14-28 -34.3202
15-30-14-2 -30.1266
15-30-14-3 52.8262
15-30-14-4 -53.6723
15-30-14-5 53.6713
15-30-14-16 33.4870
15-30-14-19 -44.4962
15-30-14-20 33.8916
15-30-14-27 0.4882
15-30-14-28 -13.3651
15-30-14-29 -53.1709
15-69-14-2 -44.1380
15-69-14-3 44.6111
15-69-14-4 -88.3741
15-69-14-5 88.4806
15-69-14-16 1.6129
15-69-14-19 -46.5114
15-69-14-20 31.9721
15-69-14-27 47.1683
15-69-14-28 -32.3090
15-69-14-29 -44.0282
15-69-14-30 42.6016
15-70-14-2 -11.6376
15-70-14-3 10.8849
15-70-14-4 -16.1981
15-70-14-5 16.1964
15-70-14-16 -0.4503
15-70-14-19 -8.1175
15-70-14-20 11.3733
15-70-14-27 8.9693
15-70-14-28 -12.1308
15-70-14-29 -10.5590
15-70-14-30 11.5220
15-70-14-69 0.6249
15-3-17-2 -52.7647
15-8-17-2 52.3894
15-8-17-3 53.1273
15-10-17-2 -51.5499
15-10-17-3 -53.8775
15-10-17-8 38.0664
15-18-17-2 -33.7977
15-18-17-3 33.3907
15-18-17-8 -71.9337
15-18-17-10 71.8827
15-21-17-2 44.4948
15-21-17-3 -0.6551
15-21-17-8 53.6554
15-21-17-10 -53.4409
15-21-17-18 57.1158
15-23-17-2 13.5263
15-23-17-3 33.6889
15-23-17-8 -15.8351
15-23-17-10 15.5210
15-23-17-18 33.7332
15-23-17-21 -30.2326
15-24-17-2 -34.0989
15-24-17-3 -14.1159
15-24-17-8 -15.2073
15-24-17-10 15.5217
15-24-17-18 -34.1401
15-24-17-21 27.4712
15-24-17-23 -15.5214
15-25-17-2 -0.5330
15-25-17-3 -44.3764
15-25-17-8 52.9710
15-25-17-10 -53.1783
15-25-17-18 -56.4018
15-25-17-21 53.3087
15-25-17-23 26.0419
15-25-17-24 -29.7201
15-33-17-2 53.9801
15-33-17-3 -33.7863
15-33-17-8 55.6019
15-33-17-10 -56.3196
15-33-17-18 33.3686
15-33-17-21 0.8024
15-33-17-23 33.6882
15-33-17-24 -15.1293
15-33-17-25 -44.7653
15-35-17-2 17.3410
15-35-17-3 -54.0002
15-35-17-8 54.9918
15-35-17-10 -54.1477
15-35-17-18 -34.6439
15-35-17-21 45.3884
15-35-17-23 14.2270
15-35-17-24 -34.1952
15-35-17-25 -1.3254
15-35-17-33 55.3086
15-75-17-2 42.8950
15-75-17-3 -43.0230
15-75-17-8 87.9065
15-75-17-10 -87.2902
15-75-17-18 -1.5245
15-75-17-21 46.1790
15-75-17-23 32.0126
15-75-17-24 -32.6456
15-75-17-25 -45.7607
15-75-17-33 43.7079
15-75-17-35 -44.5743
15-77-17-2 14.4233
15-77-17-3 -13.5164
15-77-17-8 19.3273
15-77-17-10 -19.3313
15-77-17-18 0.4723
15-77-17-21 9.4563
15-77-17-23 14.0801
15-77-17-24 -13.7538
15-77-17-25 -10.5994
15-77-17-33 12.8477
15-77-17-35 -13.9901
15-77-17-75 -0.6750
15-6-19-4 -55.0150
15-14-19-4 54.2485
15-14-19-6 43.9558
15-27-19-4 54.1580
15-27-19-6 -0.0141
15-27-19-14 54.2058
15-29-19-4 58.1525
15-29-19-6 56.5317
15-29-19-14 0.4408
15-29-19-27 -45.5552
15-31-19-4 -53.8240
15-31-19-6 -54.3883
15-31-19-14 0.7808
15-31-19-27 44.0324
15-31-19-29 16.7160
15-37-19-4 -1.0469
15-37-19-6 -30.1155
15-37-19-14 29.8226
15-37-19-27 44.6576
15-37-19-29 44.6227
15-37-19-31 -44.6504
15-49-19-4 -11.8364
15-49-19-6 15.6419
15-49-19-14 -28.2650
15-49-19-27 -26.8934
15-49-19-29 -32.5430
15-49-19-31 32.4525
15-49-19-37 26.1707
15-51-19-4 -73.2122
15-51-19-6 -33.0197
15-51-19-14 -55.6105
15-51-19-27 55.8941
15-51-19-29 -36.4722
15-51-19-31 34.8514
15-51-19-37 43.6684
15-51-19-49 -32.1982
15-69-19-4 58.0837
15-69-19-6 2.9050
15-69-19-14 45.3819
15-69-19-27 -0.1782
15-69-19-29 58.1196
15-69-19-31 -55.6862
15-69-19-37 -31.0737
15-69-19-49 16.1235
15-69-19-51 -34.8513
15-71-19-4 -74.7494
15-71-19-6 -55.3999
15-71-19-14 53.3865
15-71-19-27 55.0404
15-71-19-29 57.8252
15-71-19-31 -53.4140
15-71-19-37 0.8698
15-71-19-49 -13.0181
15-71-19-51 -73.2433
15-71-19-69 58.4199
15-6-21-2 44.5522
15-8-21-2 -0.9287
15-8-21-6 -57.5796
15-17-21-2 -44.7006
15-17-21-6 -46.6293
15-17-21-8 -53.9405
15-25-21-2 -28.7995
15-25-21-6 0.3800
15-25-21-8 -53.2761
15-25-21-17 -53.5902
15-31-21-2 29.5696
15-31-21-6 55.5211
15-31-21-8 53.8664
15-31-21-17 -0.3638
15-31-21-25 -43.7582
15-33-21-2 -31.4155
15-33-21-6 -58.1701
15-33-21-8 -58.7394
15-33-21-17 -0.8054
15-33-21-25 45.4765
15-33-21-31 13.8318
15-53-21-2 43.4556
15-53-21-6 37.7228
15-53-21-8 68.8658
15-53-21-17 57.8704
15-53-21-25 -57.7068
15-53-21-31 -28.1693
15-53-21-33 29.5373
15-55-21-2 8.1892
15-55-21-6 -16.2250
15-55-21-8 14.2374
15-55-21-17 29.7711
15-55-21-25 28.7438
15-55-21-31 -34.1205
15-55-21-33 34.2823
15-55-21-53 -34.4799
15-73-21-2 -0.5263
15-73-21-6 55.2342
15-73-21-8 -24.9888
15-73-21-17 -52.8926
15-73-21-25 -54.2100
15-73-21-31 55.7203
15-73-21-33 -60.5702
15-73-21-53 68.3976
15-73-21-55 13.7968
15-75-21-2 -44.5842
15-75-21-6 -43.4438
15-75-21-8 -57.4356
15-75-21-17 -46.3973
15-75-21-25 0.6477
15-75-21-31 55.4717
15-75-21-33 -58.0932
15-75-21-53 37.3675
15-75-21-55 -16.3212
15-75-21-73 55.1193
15-10-25-3 0.3798
15-12-25-3 -45.1055
15-12-25-10 -56.4132
15-17-25-3 45.1245
15-17-25-10 54.2052
15-17-25-12 45.4730
15-21-25-3 29.5459
15-21-25-10 54.4693
15-21-25-12 -0.8458
15-21-25-17 54.3406
15-35-25-3 32.3599
15-35-25-10 59.9634
15-35-25-12 58.1922
15-35-25-17 1.3430
15-35-25-21 -45.6057
15-37-25-3 -29.7942
15-37-25-10 -54.0799
15-37-25-12 -55.1292
15-37-25-17 0.9004
15-37-25-21 43.9179
15-37-25-35 21.9843
15-45-25-3 -29.4154
15-45-25-10 -68.5038
15-45-25-12 13.5927
15-45-25-17 -58.5058
15-45-25-21 -30.1207
15-45-25-35 -57.4142
15-45-25-37 54.2257
15-61-25-3 -7.2048
15-61-25-10 -11.4384
15-61-25-12 14.6372
15-61-25-17 -26.2627
15-61-25-21 -23.4200
15-61-25-35 -29.7396
15-61-25-37 29.7001
15-61-25-45 15.1500
15-63-25-3 -43.8822
15-63-25-10 -72.3099
15-63-25-12 -35.8762
15-63-25-17 -56.6373
15-63-25-21 56.7857
15-63-25-35 -33.5479
15-63-25-37 32.2446
15-63-25-45 -71.5182
15-63-25-61 -29.5181
15-73-25-3 -1.1783
15-73-25-10 -55.0306
15-73-25-12 -56.3985
15-73-25-17 53.6368
15-73-25-21 54.9781
15-73-25-35 60.0087
15-73-25-37 -54.0707
15-73-25-45 -69.2319
15-73-25-61 -11.9330
15-73-25-63 -72.2092
15-75-25-3 44.9963
15-75-25-10 58.2454
15-75-25-12 -6.1979
15-75-25-17 46.5463
15-75-25-21 -0.6539
15-75-25-35 59.1552
15-75-25-37 -55.8472
15-75-25-45 13.9511
15-75-25-61 14.7680
15-75-25-63 -37.3619
15-75-25-73 -58.2101
15-5-27-3 -0.3436
15-12-27-3 44.4109
15-12-27-5 57.0077
15-14-27-3 -44.5153
15-14-27-5 -53.9745
15-14-27-12 -45.7512
15-19-27-3 -28.8435
15-19-27-5 -53.8695
15-19-27-12 0.8800
15-19-27-14 -53.9231
15-30-27-3 -30.8280
15-30-27-5 -56.7948
15-30-27-12 -56.8952
15-30-27-14 -0.4773
15-30-27-19 45.3633
15-37-27-3 28.8997
15-37-27-5 52.7406
15-37-27-12 54.6467
15-37-27-14 -1.4745
15-37-27-19 -44.4558
15-37-27-30 -28.6790
15-65-27-3 43.1214
15-65-27-5 68.9881
15-65-27-12 36.4674
15-65-27-14 57.2068
15-65-27-19 -58.9922
15-65-27-30 29.3430
15-65-27-37 -29.2906
15-68-27-3 8.1086
15-68-27-5 13.9114
15-68-27-12 -16.8140
15-68-27-14 30.3830
15-68-27-19 29.5860
15-68-27-30 35.1421
15-68-27-37 -35.0854
15-68-27-65 -35.4735
15-69-27-3 -44.4020
15-69-27-5 -56.2921
15-69-27-12 49.5853
15-69-27-14 -45.8015
15-69-27-19 0.1776
15-69-27-30 -56.5566
15-69-27-37 54.3355
15-69-27-65 36.7059
15-69-27-68 -16.3994
15-71-27-3 -0.9199
15-71-27-5 -25.3370
15-71-27-12 54.9992
15-71-27-14 -53.1240
15-71-27-19 -54.7489
15-71-27-30 -58.3721
15-71-27-37 54.3942
15-71-27-65 68.7132
15-71-27-68 13.4907
15-71-27-69 -54.2545
15-19-31-6 56.8367
15-21-31-6 -56.9359
15-21-31-19 -32.2473
15-37-31-6 -0.6622
15-37-31-19 46.3559
15-37-31-21 -44.2872
15-51-31-6 34.6019
15-51-31-19 -36.0445
15-51-31-21 58.6107
15-51-31-37 -57.8508
15-53-31-6 -35.6435
15-53-31-19 -60.2146
15-53-31-21 28.6815
15-53-31-37 59.1712
15-53-31-51 -65.9683
15-71-31-6 57.8893
15-71-31-19 55.7713
15-71-31-21 -22.0524
15-71-31-37 -54.1975
15-71-31-51 70.8490
15-71-31-53 36.7719
15-73-31-6 -56.6760
15-73-31-19 26.4761
15-73-31-21 -57.1461
15-73-31-37 55.7051
15-73-31-51 -49.0916
15-73-31-53 -69.3032
15-73-31-71 87.6858
15-19-37-12 -32.7305
15-25-37-12 56.4933
15-25-37-19 -9.6274
15-27-37-12 -58.2769
15-27-37-19 46.9211
15-27-37-25 -33.2670
15-31-37-12 -1.2347
15-31-37-19 -46.9133
15-31-37-25 45.2101
15-31-37-27 -46.2568
15-63-37-12 34.9051
15-63-37-19 29.9809
15-63-37-25 -32.8359
15-63-37-27 59.8957
15-63-37-31 -59.6071
15-65-37-12 -34.4001
15-65-37-19 44.2353
15-65-37-25 -58.2732
15-65-37-27 30.6795
15-65-37-31 60.4794
15-65-37-63 -64.9514
15-71-37-12 -58.5861
15-71-37-19 -0.9039
15-71-37-25 25.5984
15-71-37-27 -57.9875
15-71-37-31 54.9374
15-71-37-63 -41.8643
15-71-37-65 -68.5307
15-73-37-12 57.7953
15-73-37-19 -44.7791
15-73-37-25 55.3807
15-73-37-27 -21.8239
15-73-37-31 -56.4884
15-73-37-63 69.9423
15-73-37-65 40.8208
15-73-37-71 -89.0509
15-27-71-19 36.6412
15-31-71-19 -35.7831
15-31-71-27 1.3039
15-37-71-19 0.6334
15-37-71-27 36.4542
15-37-71-31 -34.9997
15-51-71-19 -44.2092
15-51-71-27 -28.9719
15-51-71-31 41.9182
15-51-71-37 28.4984
15-65-71-19 30.9939
15-65-71-27 42.9179
15-65-71-31 -29.5269
15-65-71-37 -40.7014
15-65-71-51 -0.1403
15-69-71-19 38.3425
15-69-71-27 -36.3802
15-69-71-31 33.1421
15-69-71-37 -36.5157
15-69-71-51 70.3002
15-69-71-65 -71.6952
15-25-73-21 -36.7769
15-31-73-21 37.5800
15-31-73-25 -0.1444
15-37-73-21 1.9564
15-37-73-25 -36.2978
15-37-73-31 36.8536
15-53-73-21 43.3327
15-53-73-25 30.8124
15-53-73-31 -42.7760
15-53-73-37 -31.3718
15-63-73-21 -29.0693
15-63-73-25 -44.1161
15-63-73-31 31.3720
15-63-73-37 42.5098
15-63-73-53 3.2215
15-75-73-21 -37.2631
15-75-73-25 38.4187
15-75-73-31 -37.8713
15-75-73-37 34.0271
15-75-73-53 -72.8096
15-75-73-63 71.8780
16-3-2-0 -38.7821
16-4-2-0 55.7079
16-4-2-3 -56.0288
16-6-2-0 27.9831
16-6-2-3 -28.0296
16-6-2-4 12.7428
16-8-2-0 -32.1538
16-8-2-3 32.1436
16-8-2-4 -23.9110
16-8-2-6 -6.3579
16-11-2-0 -53.5411
16-11-2-3 54.1581
16-11-2-4 -84.5578
16-11-2-6 -21.3433
16-11-2-8 15.4864
16-13-2-0 3.0932
16-13-2-3 -2.6621
16-13-2-4 -55.3403
16-13-2-6 -25.5270
16-13-2-8 30.0381
16-13-2-11 58.2653
16-14-2-0 54.7452
16-14-2-3 -54.9043
16-14-2-4 53.4997
16-14-2-6 12.2533
16-14-2-8 -8.4986
16-14-2-11 28.2150
16-14-2-13 48.3594
16-15-2-0 29.3326
16-15-2-3 -29.9621
16-15-2-4 69.8287
16-15-2-6 27.8566
16-15-2-8 -21.7321
16-15-2-11 -43.8564
16-15-2-13 63.0870
16-15-2-14 35.4624
16-17-2-0 -31.6460
16-17-2-3 31.5446
16-17-2-4 41.3720
16-17-2-6 18.6440
16-17-2-8 -32.2132
16-17-2-11 -70.6838
16-17-2-13 -62.4010
16-17-2-14 59.0998
16-17-2-15 67.3020
16-18-2-0 -54.9429
16-18-2-3 55.2721
16-18-2-4 -27.5346
16-18-2-6 7.3087
16-18-2-8 -14.4744
16-18-2-11 -56.4955
16-18-2-13 -46.5864
16-18-2-14 32.3409
16-18-2-15 59.1765
16-18-2-17 34.6193
16-21-2-0 -0.4257
16-21-2-3 0.2080
16-21-2-4 25.2099
16-21-2-6 19.6552
16-21-2-8 -21.3276
16-21-2-11 -25.2549
16-21-2-13 2.0358
16-21-2-14 25.7372
16-21-2-15 20.8197
16-21-2-17 -21.1676
16-21-2-18 -25.5450
16-26-2-0 -29.3449
16-26-2-3 29.6995
16-26-2-4 -45.3691
16-26-2-6 -27.7178
16-26-2-8 9.9611
16-26-2-11 0.3872
16-26-2-13 -46.1965
16-26-2-14 -10.9658
16-26-2-15 29.3610
16-26-2-17 44.9442
16-26-2-18 46.2162
16-26-2-21 30.5204
16-28-2-0 31.1879
16-28-2-3 -31.1269
16-28-2-4 -0.3594
16-28-2-6 -8.5431
16-28-2-8 32.3487
16-28-2-11 45.8893
16-28-2-13 47.0219
16-28-2-14 -47.1363
16-28-2-15 -45.6565
16-28-2-17 -30.5738
16-28-2-18 9.6904
16-28-2-21 -30.5201
16-28-2-26 31.9019
16-2-3-1 58.0897
16-5-3-1 -53.7271
16-5-3-2 53.4032
16-7-3-1 1.4327
16-7-3-2 -2.0408
16-7-3-5 57.5072
16-9-3-1 55.2338
16-9-3-2 -55.3366
16-9-3-5 85.6054
16-9-3-7 55.1148
16-10-3-1 29.5572
16-10-3-2 -29.5095
16-10-3-5 22.8577
16-10-3-7 26.8536
16-10-3-9 13.6800
16-12-3-1 -32.2884
16-12-3-2 32.3316
16-12-3-5 -14.7099
16-12-3-7 -29.5681
16-12-3-9 -24.8548
16-12-3-10 -7.1181
16-14-3-1 -54.8099
16-14-3-2 54.6511
16-14-3-5 -55.9540
16-14-3-7 -46.1255
16-14-3-9 -27.4391
16-14-3-10 7.7126
16-14-3-12 -14.9360
16-15-3-1 -29.3953
16-15-3-2 29.8593
16-15-3-5 -70.2789
16-15-3-7 -61.4098
16-15-3-9 43.3113
16-15-3-10 20.1704
16-15-3-12 -32.5419
16-15-3-14 -35.4215
16-17-3-1 31.9826
16-17-3-2 -31.4351
16-17-3-5 -42.6700
16-17-3-7 62.1456
16-17-3-9 70.7191
16-17-3-10 29.2951
16-17-3-12 -20.5657
16-17-3-14 -59.1151
16-17-3-15 -67.4534
16-18-3-1 54.9544
16-18-3-2 -55.0155
16-18-3-5 28.7735
16-18-3-7 48.0765
16-18-3-9 54.6083
16-18-3-10 12.9932
16-18-3-12 -6.8973
16-18-3-14 -32.0232
16-18-3-15 -59.1540
16-18-3-17 -34.9202
16-22-3-1 29.7963
16-22-3-2 -30.0538
16-22-3-5 45.0028
16-22-3-7 45.9994
16-22-3-9 -0.9522
16-22-3-10 -9.1359
16-22-3-12 32.6365
16-22-3-14 10.2833
16-22-3-15 -30.2988
16-22-3-17 -44.7699
16-22-3-18 -46.1555
16-25-3-1 0.0131
16-25-3-2 0.2786
16-25-3-5 -24.7545
16-25-3-7 1.3307
16-25-3-9 24.6388
16-25-3-10 20.0221
16-25-3-12 -20.7888
16-25-3-14 -25.0586
16-25-3-15 -19.8142
16-25-3-17 21.0450
16-25-3-18 25.3950
16-25-3-22 29.9166
16-27-3-1 -54.6960
16-27-3-2 54.7855
16-27-3-5 -69.9190
16-27-3-7 -61.4644
16-27-3-9 -52.9647
16-27-3-10 -1.0120
16-27-3-12 -15.8074
16-27-3-14 13.4071
16-27-3-15 70.2300
16-27-3-17 60.1322
16-27-3-18 55.5897
16-27-3-22 -32.1179
16-27-3-25 29.9490
16-3-7-1 -1.3550
16-5-7-1 52.7233
16-5-7-3 52.9146
16-9-7-1 -54.8235
16-9-7-3 -50.8808
16-9-7-5 -87.6368
16-20-7-1 53.1705
16-20-7-3 43.2352
16-20-7-5 53.5821
16-20-7-9 28.5723
16-22-7-1 -54.8852
16-22-7-3 -42.8703
16-22-7-5 -21.6088
16-22-7-9 -54.9457
16-22-7-20 28.8824
16-32-7-1 50.8275
16-32-7-3 2.3302
16-32-7-5 52.4476
16-32-7-9 -51.1534
16-32-7-20 52.9871
16-32-7-22 -53.0732
16-40-7-1 36.9372
16-40-7-3 32.0050
16-40-7-5 16.2167
16-40-7-9 29.8800
16-40-7-20 -15.0195
