Interatomic distances:
78-24-18-9 35.1555
78-24-18-11 -34.8472
78-24-18-16 17.7707
78-24-18-17 -35.2294
78-24-18-22 44.9682
78-24-18-23 -34.8474
78-26-18-2 40.6223
78-26-18-3 -11.3696
78-26-18-9 -72.2590
78-26-18-11 72.4449
78-26-18-16 -11.9697
78-26-18-17 60.6447
78-26-18-22 -72.5593
78-26-18-23 45.6165
78-26-18-24 -17.7888
78-34-18-2 35.0950
78-34-18-3 -34.7002
78-34-18-9 -36.2706
78-34-18-11 36.9987
78-34-18-16 10.3997
78-34-18-17 -34.8368
78-34-18-22 9.7590
78-34-18-23 1.8709
78-34-18-24 -35.0361
78-34-18-26 41.1544
78-36-18-2 34.6811
78-36-18-3 -25.1899
78-36-18-9 -35.6606
78-36-18-11 34.8252
78-36-18-16 -11.5567
78-36-18-17 37.2044
78-36-18-22 -43.0584
78-36-18-23 36.9255
78-36-18-24 -0.1983
78-36-18-26 -10.4774
78-36-18-34 -35.9799
78-76-18-2 40.0192
78-76-18-3 -41.1430
78-76-18-9 -72.4985
78-76-18-11 72.3781
78-76-18-16 -0.6447
78-76-18-17 2.0998
78-76-18-22 -44.1454
78-76-18-23 31.6263
78-76-18-24 -29.7664
78-76-18-26 42.5325
78-76-18-34 -40.6498
78-76-18-36 42.6818
78-11-23-8 -4.7219
78-17-23-8 3.5985
78-17-23-11 50.4740
78-18-23-8 -0.8054
78-18-23-11 52.7081
78-18-23-17 -56.2343
78-24-23-8 3.6386
78-24-23-11 52.7079
78-24-23-17 4.1509
78-24-23-18 52.7077
78-33-23-8 4.9723
78-33-23-11 10.6840
78-33-23-17 56.4803
78-33-23-18 56.5813
78-33-23-24 38.1227
78-36-23-8 -4.5674
78-36-23-11 -1.4748
78-36-23-17 -56.5484
78-36-23-18 -56.7687
78-36-23-24 -43.6817
78-36-23-33 -56.3087
78-57-23-8 -0.0215
78-57-23-11 -38.5184
78-57-23-17 30.5251
78-57-23-18 -13.5567
78-57-23-24 53.1994
78-57-23-33 49.9453
78-57-23-36 -52.6486
78-59-23-8 -4.8441
78-59-23-11 -56.2766
78-59-23-17 -39.5119
78-59-23-18 -85.4839
78-59-23-24 -31.0545
78-59-23-33 43.1994
78-59-23-36 -51.7911
78-59-23-57 53.0008
78-77-23-8 4.9097
78-77-23-11 50.3082
78-77-23-17 50.4919
78-77-23-18 57.4033
78-77-23-24 54.5694
78-77-23-33 6.6776
78-77-23-36 3.3786
78-77-23-57 -41.8122
78-77-23-59 -57.5410
78-10-24-9 -4.4444
78-17-24-9 -49.4250
78-17-24-10 -4.2115
78-18-24-9 -54.4379
78-18-24-10 -0.0239
78-18-24-17 54.5849
78-23-24-9 -54.0968
78-23-24-10 -4.2115
78-23-24-17 -4.2121
78-23-24-18 -53.8294
78-34-24-9 -1.7243
78-34-24-10 4.0610
78-34-24-17 54.3656
78-34-24-18 54.2013
78-34-24-23 44.2495
78-35-24-9 -7.5694
78-35-24-10 -4.6264
78-35-24-17 -54.2464
78-35-24-18 -54.0947
78-35-24-23 -38.5216
78-35-24-34 -53.9279
78-58-24-9 54.9888
78-58-24-10 5.0829
78-58-24-17 38.2810
78-58-24-18 85.9680
78-58-24-23 24.8121
78-58-24-34 54.6950
78-58-24-35 -47.1612
78-60-24-9 37.7514
78-60-24-10 0.9772
78-60-24-17 -26.1726
78-60-24-18 13.8128
78-60-24-23 -50.1597
78-60-24-34 48.9231
78-60-24-35 -46.3252
78-60-24-58 45.8589
78-77-24-9 -54.8610
78-77-24-10 -4.7026
78-77-24-17 -48.8416
78-77-24-18 -58.3983
78-77-24-23 -55.7724
78-77-24-34 -6.7396
78-77-24-35 -3.2217
78-77-24-58 55.0150
78-77-24-60 40.4866
78-18-34-9 57.0963
78-22-34-9 28.8049
78-22-34-18 13.9193
78-24-34-9 1.7321
78-24-34-18 -54.5615
78-24-34-22 -27.2764
78-36-34-9 56.8303
78-36-34-18 56.4879
78-36-34-22 12.2235
78-36-34-24 44.7617
78-56-34-9 -30.9713
78-56-34-18 -22.5941
78-56-34-22 -5.3280
78-56-34-24 -27.6465
78-56-34-36 9.2580
78-58-34-9 -52.7631
78-58-34-18 -87.3513
78-58-34-22 -21.3486
78-58-34-24 -55.0619
78-58-34-36 -22.2286
78-58-34-56 13.6101
78-76-34-9 27.7468
78-76-34-18 67.5930
78-76-34-22 28.9474
78-76-34-24 58.4319
78-76-34-36 32.9806
78-76-34-56 -20.2095
78-76-34-58 -45.4155
78-18-36-11 -52.1446
78-23-36-11 1.4645
78-23-36-18 56.1631
78-26-36-11 -30.2040
78-26-36-18 -14.5616
78-26-36-23 -28.8810
78-34-36-11 -53.1314
78-34-36-18 -54.3187
78-34-36-23 -43.0288
78-34-36-26 -12.4887
78-59-36-11 53.4619
78-59-36-18 84.6982
78-59-36-23 51.2858
78-59-36-26 21.4299
78-59-36-34 24.8861
78-62-36-11 25.3546
78-62-36-18 16.4755
78-62-36-23 24.3598
78-62-36-26 3.1273
78-62-36-34 -11.2812
78-62-36-59 14.5766
78-76-36-11 -28.8933
78-76-36-18 -69.6019
78-76-36-23 -57.8840
78-76-36-26 -30.4227
78-76-36-34 -32.0271
78-76-36-59 38.9271
78-76-36-62 19.0508
78-24-58-9 -36.3415
78-34-58-9 34.9904
78-34-58-24 36.1897
78-44-58-9 -33.5447
78-44-58-24 2.2646
78-44-58-34 -34.2544
78-56-58-9 75.0246
78-56-58-24 46.3035
78-56-58-34 9.7582
78-56-58-44 41.9174
78-60-58-9 -86.5533
78-60-58-24 -31.2801
78-60-58-34 -40.1089
78-60-58-44 -33.3771
78-60-58-56 -66.5410
78-23-77-17 -47.7705
78-24-77-17 45.4051
78-24-77-23 51.4440
78-33-77-17 -41.7002
78-33-77-23 6.4075
78-33-77-24 -43.7023
78-35-77-17 47.3830
78-35-77-23 47.5963
78-35-77-24 -3.0469
78-35-77-33 56.5910
78-57-77-17 -86.6751
78-57-77-23 -39.7798
78-57-77-24 -56.5234
78-57-77-33 -49.3492
78-57-77-35 -61.2019

Torsional angles:
5-3-2-0 157.1927
6-4-2-0 68.7423
7-3-2-0 130.8131
7-5-3-1 68.7422
7-5-3-2 110.9338
8-6-2-0 68.8457
8-6-4-0 37.0583
8-6-4-2 37.1755
9-3-2-0 59.3947
9-7-3-1 68.8457
9-7-3-2 110.4706
9-7-5-1 37.0584
9-7-5-3 37.1755
10-3-2-0 11.6982
10-9-3-1 69.1247
10-9-3-2 110.7719
10-9-7-1 37.2157
10-9-7-3 37.0617
10-9-7-5 0.1408
11-8-2-0 69.1248
11-8-6-0 37.2159
11-8-6-2 37.0616
11-8-6-4 0.1406
12-3-2-0 85.4433
12-5-3-1 68.4500
12-5-3-2 111.8740
12-10-3-1 68.1301
12-10-3-2 112.4876
12-10-9-1 36.4907
12-10-9-3 38.0095
12-10-9-7 0.8205
13-4-2-0 68.4499
13-11-2-0 68.1298
13-11-8-0 36.4905
13-11-8-2 38.0096
13-11-8-6 0.8208
14-3-2-0 154.5743
14-4-2-0 177.7719
14-5-3-1 177.7722
14-5-3-2 2.5519
15-3-2-0 82.3446
15-6-2-0 178.3895
15-6-4-0 127.2128
15-6-4-2 52.9790
15-12-3-1 176.5431
15-12-3-2 2.9750
15-12-5-1 124.9064
15-12-5-3 50.5359
15-12-10-1 128.6380
15-12-10-3 53.0516
15-12-10-9 91.6580
15-14-2-0 110.6533
15-14-3-1 110.9233
15-14-3-2 69.3722
15-14-4-0 56.7687
15-14-4-2 54.4469
15-14-5-1 49.5651
15-14-5-3 51.8868
16-3-2-0 133.1960
16-7-3-1 178.3894
16-7-3-2 2.2942
16-7-5-1 127.2128
16-7-5-3 52.9789
16-13-2-0 176.5431
16-13-4-0 124.9065
16-13-4-2 50.5358
16-13-11-0 128.6383
16-13-11-2 53.0516
16-13-11-8 91.6583
16-14-2-0 110.9235
16-14-3-1 110.6532
16-14-3-2 69.0513
16-14-4-0 49.5648
16-14-4-2 51.8866
16-14-5-1 56.7684
16-14-5-3 54.4467
17-3-2-0 9.2937
17-8-2-0 179.3703
17-8-6-0 127.1775
17-8-6-2 52.9000
17-8-6-4 89.8210
17-10-3-1 177.0420
17-10-3-2 2.3403
17-10-9-1 128.7319
17-10-9-3 54.2317
17-10-9-7 91.4207
17-15-2-0 109.5672
17-15-3-1 109.9430
17-15-3-2 69.5542
17-15-6-0 56.9841
17-15-6-2 55.3199
17-15-6-4 110.3841
17-15-12-1 49.0643
17-15-12-3 52.6660
17-15-12-5 105.6862
17-15-12-10 2.3173
17-15-14-2 36.1381
17-15-14-3 36.4959
17-15-14-4 90.9684
17-15-14-5 88.8895
18-3-2-0 60.1451
18-9-3-1 179.3703
18-9-3-2 0.7331
18-9-7-1 127.1775
18-9-7-3 52.9000
18-9-7-5 89.8209
18-11-2-0 177.0422
18-11-8-0 128.7320
18-11-8-2 54.2318
18-11-8-6 91.4207
18-16-2-0 109.9429
18-16-3-1 109.5673
18-16-3-2 69.7506
18-16-7-1 56.9842
18-16-7-3 55.3199
18-16-7-5 110.3840
18-16-13-0 49.0642
18-16-13-2 52.6660
18-16-13-4 105.6863
18-16-13-11 2.3171
18-16-14-2 36.4958
18-16-14-3 36.1383
18-16-14-4 88.8891
18-16-14-5 90.9685
18-17-2-0 109.2820
18-17-3-1 108.7291
18-17-3-2 70.6789
18-17-8-0 56.3011
18-17-8-2 55.6447
18-17-8-6 110.1096
18-17-10-1 50.9574
18-17-10-3 54.0870
18-17-10-9 2.1625
18-17-15-2 36.6423
18-17-15-3 36.2679
18-17-15-6 92.0348
18-17-15-12 88.5190
18-17-15-14 0.3611
19-4-2-0 127.5612
19-6-2-0 123.8876
19-6-4-0 179.1393
19-6-4-2 106.6269
19-14-2-0 54.6420
19-14-3-1 110.1841
19-14-3-2 70.1115
19-14-4-0 112.6133
19-14-4-2 110.2915
19-14-5-1 105.3070
19-14-5-3 107.6287
19-15-2-0 54.8895
19-15-3-1 109.9057
19-15-3-2 70.5971
19-15-6-0 106.1186
19-15-6-2 107.7828
19-15-6-4 52.7186
19-15-12-1 114.5082
19-15-12-3 110.9065
19-15-12-5 57.8862
19-15-12-10 165.8897
19-15-14-2 108.1036
19-15-14-3 179.2623
19-15-14-4 53.2734
19-15-14-5 126.8688
20-5-3-1 127.5611
20-5-3-2 52.1149
20-7-3-1 123.8875
20-7-3-2 56.7961
20-7-5-1 179.1393
20-7-5-3 106.6269
20-14-2-0 110.1841
20-14-3-1 54.6420
20-14-3-2 125.0625
20-14-4-0 105.3068
20-14-4-2 107.6287
20-14-5-1 112.6131
20-14-5-3 110.2914
20-16-2-0 109.9054
20-16-3-1 54.8898
20-16-3-2 125.7924
20-16-7-1 106.1184
20-16-7-3 107.7827
20-16-7-5 52.7186
20-16-13-0 114.5081
20-16-13-2 110.9063
20-16-13-4 57.8860
20-16-13-11 165.8895
20-16-14-2 179.2622
20-16-14-3 108.1037
20-16-14-4 126.8688
20-16-14-5 53.2736
21-6-2-0 127.6510
21-6-4-0 105.5850
21-6-4-2 31.3512
21-8-2-0 123.6315
21-8-6-0 179.8779
21-8-6-2 105.8446
21-8-6-4 142.7656
21-15-2-0 53.4827
21-15-3-1 109.1445
21-15-3-2 70.3528
21-15-6-0 112.3243
21-15-6-2 110.6600
21-15-6-4 165.7242
21-15-12-1 105.1556
21-15-12-3 108.7574
21-15-12-5 161.7776
21-15-12-10 53.7741
21-15-14-2 29.0276
21-15-14-3 101.6617
21-15-14-4 25.8026
21-15-14-5 154.0553
21-17-2-0 56.2187
21-17-3-1 110.7251
21-17-3-2 69.8669
21-17-8-0 105.4081
21-17-8-2 106.0644
21-17-8-6 51.5995
21-17-10-1 110.5417
21-17-10-3 107.4121
21-17-10-9 163.6616
21-17-15-2 107.8781
21-17-15-3 179.2117
21-17-15-6 52.4855
21-17-15-12 126.9607
21-17-15-14 144.1592
22-3-2-0 97.4133
22-7-3-1 127.6509
22-7-3-2 51.6655
22-7-5-1 105.5848
22-7-5-3 31.3509
22-9-3-1 123.6314
22-9-3-2 56.4721
22-9-7-1 179.8778
22-9-7-3 105.8447
22-9-7-5 142.7657
22-16-2-0 109.1444
22-16-3-1 53.4827
22-16-3-2 125.8352
22-16-7-1 112.3243
22-16-7-3 110.6600
22-16-7-5 165.7241
22-16-13-0 105.1555
22-16-13-2 108.7572
22-16-13-4 161.7775
22-16-13-11 53.7741
22-16-14-2 101.6618
22-16-14-3 29.0277
22-16-14-4 154.0551
22-16-14-5 25.8025
22-18-2-0 110.7253
22-18-3-1 56.2185
22-18-3-2 123.8913
22-18-9-1 105.4081
22-18-9-3 106.0644
22-18-9-7 51.5995
22-18-11-0 110.5413
22-18-11-2 107.4119
22-18-11-8 163.6616
22-18-16-2 179.2117
22-18-16-3 107.8781
22-18-16-7 52.4854
22-18-16-13 126.9609
22-18-16-14 144.1594
22-18-17-2 97.4000
22-18-17-3 26.2268
22-18-17-8 152.4790
22-18-17-10 26.7653
22-18-17-15 61.5942
23-8-2-0 126.3683
23-8-6-0 104.4120
23-8-6-2 30.1345
23-8-6-4 67.0555
23-11-2-0 123.2527
23-11-8-0 176.5700
23-11-8-2 108.9298
23-11-8-6 146.1187
23-17-2-0 52.7570
23-17-3-1 109.1122
23-17-3-2 70.2958
23-17-8-0 112.4202
23-17-8-2 111.7638
23-17-8-6 166.2287
23-17-10-1 107.4150
23-17-10-3 110.5446
23-17-10-9 54.2951
23-17-15-2 29.0762
23-17-15-3 101.9864
23-17-15-6 26.3164
23-17-15-12 154.2374
23-17-15-14 65.3573
23-18-2-0 51.8777
23-18-3-1 109.6683
23-18-3-2 70.2218
23-18-9-1 113.0480
23-18-9-3 112.3917
23-18-9-7 166.8566
23-18-11-0 107.4147
23-18-11-2 110.5441
23-18-11-8 54.2944
23-18-16-2 30.2505
23-18-16-3 103.1607
23-18-16-7 158.5534
23-18-16-13 22.0003
23-18-16-14 66.8794
23-18-17-2 108.4580
23-18-17-3 179.6311
23-18-17-8 53.3790
23-18-17-10 127.3767
23-18-17-15 144.2638
24-9-3-1 126.3681
24-9-3-2 53.5285
24-9-7-1 104.4118
24-9-7-3 30.1343
24-9-7-5 67.0552
24-10-3-1 123.2524
24-10-3-2 56.1299
24-10-9-1 176.5700
24-10-9-3 108.9299
24-10-9-7 146.1189
24-17-2-0 109.6685
24-17-3-1 51.8775
24-17-3-2 127.5305
24-17-8-0 113.0481
24-17-8-2 112.3917
24-17-8-6 166.8566
24-17-10-1 107.4143
24-17-10-3 110.5440
24-17-10-9 54.2944
24-17-15-2 103.1612
24-17-15-3 30.2510
24-17-15-6 158.5537
24-17-15-12 22.0000
24-17-15-14 66.8800
24-18-2-0 109.1124
24-18-3-1 52.7570
24-18-3-2 127.1332
24-18-9-1 112.4201
24-18-9-3 111.7637
24-18-9-7 166.2287
24-18-11-0 107.4152
24-18-11-2 110.5446
24-18-11-8 54.2949
24-18-16-2 101.9866
24-18-16-3 29.0764
24-18-16-7 26.3163
24-18-16-13 154.2374
24-18-16-14 65.3577
24-18-17-2 179.6310
24-18-17-3 108.4578
24-18-17-8 125.2901
24-18-17-10 55.4656
24-18-17-15 143.8251
24-23-8-0 110.9941
24-23-8-2 52.6688
24-23-8-6 26.8824
24-23-11-0 112.1672
24-23-11-2 52.9960
24-23-11-8 108.7536
24-23-17-2 127.1161
24-23-17-3 71.7455
24-23-17-8 179.3891
24-23-17-10 0.0007
24-23-17-15 151.6436
24-23-18-2 126.4637
24-23-18-3 71.1284
24-23-18-9 0.6029
24-23-18-11 179.9996
24-23-18-16 151.8916
24-23-18-17 70.7470
25-3-2-0 47.1293
25-10-3-1 126.0428
25-10-3-2 54.5749
25-10-9-1 102.1938
25-10-9-3 27.6937
25-10-9-7 64.8826
25-12-3-1 122.7905
25-12-3-2 56.7276
25-12-5-1 96.7928
25-12-5-3 22.4223
25-12-10-1 178.4704
25-12-10-3 105.9432
25-12-10-9 144.5496
25-15-2-0 110.2352
25-15-3-1 52.4743
25-15-3-2 127.0230
25-15-6-0 112.7626
25-15-6-2 111.0984
25-15-6-4 166.1626
25-15-12-1 104.1469
25-15-12-3 107.7486
25-15-12-5 160.7689
25-15-12-10 52.7654
25-15-14-2 102.9858
25-15-14-3 30.3518
25-15-14-4 157.8161
25-15-14-5 22.0418
25-17-2-0 111.9754
25-17-3-1 56.3464
25-17-3-2 124.2456
25-17-8-0 104.7234
25-17-8-2 105.3798
25-17-8-6 50.9149
25-17-10-1 110.2787
25-17-10-3 107.1490
25-17-10-9 163.3986
25-17-15-2 179.3505
25-17-15-3 106.4403
25-17-15-6 125.2570
25-17-15-12 54.1892
25-17-15-14 143.0693
25-21-2-0 179.6758
25-21-6-0 109.2209
25-21-6-2 52.3663
25-21-6-4 25.6527
25-21-8-0 111.0034
25-21-8-2 54.2181
25-21-8-6 110.8842
25-21-15-2 126.3784
25-21-15-3 70.2327
25-21-15-6 179.5714
25-21-15-12 0.9878
25-21-15-14 151.2681
25-21-17-2 123.0022
25-21-17-3 67.7992
25-21-17-8 179.3349
25-21-17-10 0.2519
25-21-17-15 68.5596
26-11-2-0 126.0425
26-11-8-0 102.1937
26-11-8-2 27.6936
26-11-8-6 64.8824
26-13-2-0 122.7906
26-13-4-0 96.7930
26-13-4-2 22.4223
26-13-11-0 178.4700
26-13-11-2 105.9433
26-13-11-8 144.5500
26-16-2-0 52.4742
26-16-3-1 110.2355
26-16-3-2 69.0824
26-16-7-1 112.7627
26-16-7-3 111.0984
26-16-7-5 166.1625
26-16-13-0 104.1469
26-16-13-2 107.7487
26-16-13-4 160.7690
26-16-13-11 52.7655
26-16-14-2 30.3520
26-16-14-3 102.9861
26-16-14-4 22.0413
26-16-14-5 157.8163
26-18-2-0 56.3464
26-18-3-1 111.9754
26-18-3-2 68.1345
26-18-9-1 104.7234
26-18-9-3 105.3798
26-18-9-7 50.9149
26-18-11-0 110.2784
26-18-11-2 107.1490
26-18-11-8 163.3987
26-18-16-2 106.4401
26-18-16-3 179.3503
26-18-16-7 125.2570
26-18-16-13 54.1893
26-18-16-14 143.0690
26-18-17-2 25.7997
26-18-17-3 96.9729
26-18-17-8 29.2793
26-18-17-10 149.9650
26-18-17-15 61.6055
26-22-3-1 179.6758
26-22-3-2 0.7527
26-22-7-1 109.2211
26-22-7-3 52.3664
26-22-7-5 25.6531
26-22-9-1 111.0035
26-22-9-3 54.2181
26-22-9-7 110.8842
26-22-16-2 70.2325
26-22-16-3 126.3783
26-22-16-7 179.5713
26-22-16-13 0.9876
26-22-16-14 151.2680
26-22-18-2 67.7993
26-22-18-3 123.0022
26-22-18-9 179.3349
26-22-18-11 0.2518
26-22-18-16 68.5597
26-22-18-17 145.6688
27-3-2-0 119.3331
27-5-3-1 123.6791
27-5-3-2 56.6449
27-12-3-1 128.6186
27-12-3-2 51.8633
27-12-5-1 179.7057
27-12-5-3 105.9237
27-12-10-1 105.7806
27-12-10-3 30.1941
27-12-10-9 68.8005
27-14-2-0 110.4546
27-14-3-1 53.9510
27-14-3-2 126.3445
27-14-4-0 112.5206
27-14-4-2 110.1987
27-14-5-1 105.4153
27-14-5-3 107.7370
27-15-2-0 110.4835
27-15-3-1 55.6482
27-15-3-2 124.8546
27-15-6-0 106.1353
27-15-6-2 107.7996
27-15-6-4 52.7354
27-15-12-1 113.5383
27-15-12-3 109.9366
27-15-12-5 56.9163
27-15-12-10 164.9198
27-15-14-2 179.8054
27-15-14-3 107.5605
27-15-14-4 124.9752
27-15-14-5 55.1670
27-19-4-0 110.0579
27-19-4-2 52.9080
27-19-6-0 110.2948
27-19-6-2 53.4096
27-19-6-4 109.4476
27-19-14-2 126.0080
27-19-14-3 70.7026
27-19-14-4 179.9082
27-19-14-5 0.1072
27-19-15-2 124.5501
27-19-15-3 68.2794
27-19-15-6 179.9837
27-19-15-12 0.9335
27-19-15-14 69.0241
28-4-2-0 123.6790
28-13-2-0 128.6187
28-13-4-0 179.7057
28-13-4-2 105.9236
28-13-11-0 105.7808
28-13-11-2 30.1941
28-13-11-8 68.8008
28-14-2-0 53.9509
28-14-3-1 110.4547
28-14-3-2 69.2497
28-14-4-0 105.4150
28-14-4-2 107.7369
28-14-5-1 112.5203
28-14-5-3 110.1987
28-16-2-0 55.6481
28-16-3-1 110.4838
28-16-3-2 70.1983
28-16-7-1 106.1352
28-16-7-3 107.7995
28-16-7-5 52.7354
28-16-13-0 113.5383
28-16-13-2 109.9365
28-16-13-4 56.9162
28-16-13-11 164.9197
28-16-14-2 107.5602
28-16-14-3 179.8057
28-16-14-4 55.1669
28-16-14-5 124.9755
28-20-5-1 110.0580
28-20-5-3 52.9082
28-20-7-1 110.2949
28-20-7-3 53.4097
28-20-7-5 109.4477
28-20-14-2 70.7027
28-20-14-3 126.0080
28-20-14-4 0.1072
28-20-14-5 179.9082
28-20-16-2 68.2790
28-20-16-3 124.5500
28-20-16-7 179.9836
28-20-16-13 0.9334
28-20-16-14 69.0239
29-4-2-0 176.0635
29-14-2-0 0.4042
29-14-3-1 33.5167
29-14-3-2 146.7788
29-14-4-0 175.8664
29-14-4-2 178.1882
29-14-5-1 176.9348
29-14-5-3 179.2564
29-19-4-0 177.7458
29-19-4-2 120.5959
29-19-6-0 4.0547
29-19-6-2 52.8305
29-19-6-4 3.2075
29-19-14-2 125.9348
29-19-14-3 178.7598
29-19-14-4 72.0347
29-19-14-5 108.1644
29-19-15-2 56.0221
29-19-15-3 0.2487
29-19-15-6 111.4883
29-19-15-12 69.4615
29-19-15-14 0.4960
29-28-2-0 91.8906
29-28-4-0 179.5008
29-28-4-2 123.5455
29-28-13-0 0.0957
29-28-13-2 56.9107
29-28-13-4 0.2131
29-28-13-11 82.5627
29-28-14-2 125.9001
29-28-14-3 179.2511
29-28-14-4 70.7644
29-28-14-5 109.4283
29-28-16-2 56.4425
29-28-16-3 0.3522
29-28-16-7 70.5192
29-28-16-13 110.4778
29-28-16-14 0.5455
29-28-20-5 54.4572
29-28-20-7 124.2578
29-28-20-14 54.3635
29-28-20-16 124.2414
30-5-3-1 176.0637
30-5-3-2 4.2603
30-14-2-0 33.5069
30-14-3-1 0.4040
30-14-3-2 179.3004
30-14-4-0 176.9348
30-14-4-2 179.2566
30-14-5-1 175.8666
30-14-5-3 178.1882
30-20-5-1 177.7459
30-20-5-3 120.5961
30-20-7-1 4.0546
30-20-7-3 52.8306
30-20-7-5 3.2074
30-20-14-2 178.7598
30-20-14-3 125.9348
30-20-14-4 108.1643
30-20-14-5 72.0346
30-20-16-2 0.2490
30-20-16-3 56.0219
30-20-16-7 111.4883
30-20-16-13 69.4614
30-20-16-14 0.4958
30-27-3-1 91.8906
30-27-3-2 88.2099
30-27-5-1 179.5008
30-27-5-3 123.5454
30-27-12-1 0.0957
30-27-12-3 56.9106
30-27-12-5 0.2131
30-27-12-10 82.5627
30-27-14-2 179.2510
30-27-14-3 125.9002
30-27-14-4 109.4283
30-27-14-5 70.7645
30-27-15-2 0.3518
30-27-15-3 56.4422
30-27-15-6 70.5194
30-27-15-12 110.4778
30-27-15-14 0.5454
30-27-19-4 54.4572
30-27-19-6 124.2576
30-27-19-14 54.3634
30-27-19-15 124.2412
30-29-4-0 77.8066
30-29-4-2 2.8297
30-29-14-2 179.2807
30-29-14-3 34.2852
30-29-14-4 178.9179
30-29-14-5 1.0838
30-29-19-4 126.8263
30-29-19-6 123.6878
30-29-19-14 54.0661
30-29-19-15 53.5691
30-29-28-2 90.0188
30-29-28-4 126.8387
30-29-28-13 127.0491
30-29-28-14 54.8041
30-29-28-16 54.2597
30-29-28-20 0.0241
31-6-2-0 175.6196
31-6-4-0 179.7236
31-6-4-2 105.4898
31-15-2-0 1.3436
31-15-3-1 23.8443
31-15-3-2 156.6585
31-15-6-0 175.3702
31-15-6-2 177.0345
31-15-6-4 121.9703
31-15-12-1 176.9796
31-15-12-3 179.4187
31-15-12-5 126.3985
31-15-12-10 125.5980
31-15-14-2 109.0359
31-15-14-3 178.3300
31-15-14-4 54.2057
31-15-14-5 125.9365
31-19-4-0 2.0744
31-19-4-2 55.0755
31-19-6-0 179.6307
31-19-6-2 122.7454
31-19-6-4 178.7835
31-19-14-2 55.4928
31-19-14-3 0.1874
31-19-14-4 109.3930
31-19-14-5 70.4080
31-19-15-2 125.4169
31-19-15-3 178.3124
31-19-15-6 69.9507
31-19-15-12 109.0995
31-19-15-14 179.0571
31-21-2-0 91.8989
31-21-6-0 176.4865
31-21-6-2 119.6319
31-21-6-4 92.9183
31-21-8-0 3.8344
31-21-8-2 52.9509
31-21-8-6 3.7152
31-21-15-2 125.0770
31-21-15-3 178.7773
31-21-15-6 71.0268
31-21-15-12 107.5569
31-21-15-14 100.1873
31-21-17-2 54.8634
31-21-17-3 0.3397
31-21-17-8 111.1960
31-21-17-10 68.3907
31-21-17-15 0.4207
32-7-3-1 175.6196
32-7-3-2 5.0641
32-7-5-1 179.7237
32-7-5-3 105.4898
32-16-2-0 23.8368
32-16-3-1 1.3435
32-16-3-2 179.3386
32-16-7-1 175.3702
32-16-7-3 177.0345
32-16-7-5 121.9704
32-16-13-0 176.9795
32-16-13-2 179.4188
32-16-13-4 126.3985
32-16-13-11 125.5981
32-16-14-2 178.3296
32-16-14-3 109.0363
32-16-14-4 125.9363
32-16-14-5 54.2061
32-20-5-1 2.0744
32-20-5-3 55.0755
32-20-7-1 179.6307
32-20-7-3 122.7455
32-20-7-5 178.7835
32-20-14-2 0.1875
32-20-14-3 55.4928
32-20-14-4 70.4080
32-20-14-5 109.3930
32-20-16-2 178.3119
32-20-16-3 125.4171
32-20-16-7 69.9507
32-20-16-13 109.0996
32-20-16-14 179.0568
32-22-3-1 91.8991
32-22-3-2 88.5293
32-22-7-1 176.4865
32-22-7-3 119.6318
32-22-7-5 92.9186
32-22-9-1 3.8347
32-22-9-3 52.9507
32-22-9-7 3.7153
32-22-16-2 178.7769
32-22-16-3 125.0773
32-22-16-7 71.0269
32-22-16-13 107.5568
32-22-16-14 100.1876
32-22-18-2 0.3393
32-22-18-3 54.8637
32-22-18-9 111.1964
32-22-18-11 68.3903
32-22-18-16 0.4211
32-22-18-17 77.5302
33-8-2-0 176.4157
33-8-6-0 179.0172
33-8-6-2 104.7397
33-8-6-4 141.6607
33-17-2-0 2.5920
33-17-3-1 70.7625
33-17-3-2 109.8295
33-17-8-0 176.1300
33-17-8-2 176.7863
33-17-8-6 122.3214
33-17-10-1 179.3170
33-17-10-3 177.5534
33-17-10-9 126.1970
33-17-15-2 108.8107
33-17-15-3 178.2791
33-17-15-6 53.4181
33-17-15-12 126.0281
33-17-15-14 145.0918
33-21-2-0 91.3676
33-21-6-0 1.2592
33-21-6-2 55.5954
33-21-6-4 82.3090
33-21-8-0 178.9587
33-21-8-2 122.1733
33-21-8-6 178.8395
33-21-15-2 56.2313
33-21-15-3 0.0856
33-21-15-6 110.2814
33-21-15-12 71.1349
33-21-15-14 81.1209
33-21-17-2 126.4888
33-21-17-3 178.3081
33-21-17-8 70.1562
33-21-17-10 110.2571
33-21-17-15 179.0685
33-23-8-0 176.4800
33-23-8-2 118.1547
33-23-8-6 92.3683
33-23-11-0 10.2717
33-23-11-2 48.8996
33-23-11-8 6.8581
33-23-17-2 124.6351
33-23-17-3 179.9942
33-23-17-8 71.1403
33-23-17-10 108.2481
33-23-17-15 100.1077
33-23-18-2 56.0660
33-23-18-3 0.7307
33-23-18-9 71.0006
33-23-18-11 109.6027
33-23-18-16 81.4939
33-23-18-17 0.3493
34-9-3-1 176.4158
34-9-3-2 3.6877
34-9-7-1 179.0173
34-9-7-3 104.7398
34-9-7-5 141.6608
34-18-2-0 70.7665
34-18-3-1 2.5919
34-18-3-2 177.5179
34-18-9-1 176.1300
34-18-9-3 176.7864
34-18-9-7 122.3215
34-18-11-0 179.3172
34-18-11-2 177.5534
